User,Gesture Type,Number of Training Examples,Training Set Contents,RecoResult GestureType,RecoResult Score,CorrectIncorrect[1/0]
9,left_curly_brace08,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",check,0.7627,0
9,left_sq_bracket02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",left_sq_bracket,0.9016,1
9,star01,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",star,0.81,1
9,delete_mark08,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",delete_mark,0.8557,1
9,triangle04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",triangle,0.9995,1
9,right_sq_bracket09,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_sq_bracket,0.9134,1
9,caret04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",caret,0.8794,1
9,question_mark10,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",question_mark,0.879,1
9,rectangle04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",rectangle,0.9226,1
9,check09,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",check,0.9634,1
9,x01,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",x,0.8987,1
9,arrow07,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",arrow,0.7411,1
9,pigtail05,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",pigtail,0.7708,1
9,right_curly_brace08,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_sq_bracket,0.8488,0
9,v08,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",v,0.8869,1
9,circle05,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",circle,0.889,1
9,left_curly_brace04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",left_curly_brace,0.838,1
9,left_sq_bracket09,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",left_sq_bracket,0.9469,1
9,star10,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",star,0.7547,1
9,delete_mark10,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",delete_mark,0.9427,1
9,triangle09,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",triangle,0.8958,1
9,right_sq_bracket07,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_sq_bracket,0.9215,1
9,caret04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",caret,0.9098,1
9,question_mark10,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",question_mark,0.7943,1
9,rectangle01,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",rectangle,0.9068,1
9,check02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",check,0.9197,1
9,x02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",x,0.908,1
9,arrow05,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",arrow,0.8526,1
9,pigtail03,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",arrow,0.7371,0
9,right_curly_brace07,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_curly_brace,0.6912,1
9,v10,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",v,0.921,1
9,circle01,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",circle,0.8832,1
9,left_curly_brace02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",left_curly_brace,0.8649,1
9,left_sq_bracket04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",left_sq_bracket,0.8512,1
9,star04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",star,0.8207,1
9,delete_mark06,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",delete_mark,0.8969,1
9,triangle05,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",triangle,0.822,1
9,right_sq_bracket05,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_sq_bracket,0.8356,1
9,caret02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",caret,0.8871,1
9,question_mark03,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",question_mark,0.8947,1
9,rectangle02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",rectangle,0.8927,1
9,check06,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",check,0.8316,1
9,x01,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",x,0.9121,1
9,arrow07,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",arrow,0.8806,1
9,pigtail09,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",pigtail,0.847,1
9,right_curly_brace06,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_curly_brace,0.837,1
9,v08,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",v,0.8835,1
9,circle07,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",circle,0.8379,1
9,left_curly_brace09,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",left_curly_brace,0.9995,1
9,left_sq_bracket05,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",left_sq_bracket,0.812,1
9,star04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",star,0.8371,1
9,delete_mark02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",delete_mark,0.8022,1
9,triangle05,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",triangle,0.835,1
9,right_sq_bracket04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_curly_brace,0.8603,0
9,caret03,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",caret,0.9145,1
9,question_mark06,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_curly_brace,0.8299,0
9,rectangle06,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",rectangle,0.9327,1
9,check03,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",check,0.8027,1
9,x04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",x,0.9198,1
9,arrow03,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",arrow,0.8626,1
9,pigtail02,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",pigtail,0.862,1
9,right_curly_brace08,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",right_curly_brace,0.7295,1
9,v04,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",v,0.9547,1
9,circle08,16,"['arrow05', 'caret07', 'check04', 'circle04', 'delete_mark09', 'left_curly_brace09', 'left_sq_bracket06', 'pigtail09', 'question_mark08', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket10', 'star01', 'triangle10', 'v06', 'x09']",circle,0.8846,1
10,left_curly_brace08,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",left_curly_brace,0.8693,1
10,left_sq_bracket08,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",left_sq_bracket,0.9232,1
10,star03,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",star,0.6873,1
10,delete_mark08,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",delete_mark,0.877,1
10,triangle09,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",rectangle,0.8241,0
10,right_sq_bracket03,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",right_sq_bracket,0.9015,1
10,caret09,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",caret,0.859,1
10,question_mark01,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",caret,0.7885,0
10,rectangle05,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",rectangle,0.8744,1
10,check08,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",v,0.8033,0
10,x05,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",x,0.8909,1
10,arrow05,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",arrow,0.7821,1
10,pigtail04,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",pigtail,0.8749,1
10,right_curly_brace08,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",right_curly_brace,0.8468,1
10,v07,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",v,0.915,1
10,circle01,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",circle,0.8915,1
10,left_curly_brace07,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",left_curly_brace,0.8604,1
10,left_sq_bracket09,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",left_sq_bracket,0.9338,1
10,star10,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",star,0.7854,1
10,delete_mark02,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",delete_mark,0.9269,1
10,triangle02,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",triangle,0.8697,1
10,right_sq_bracket01,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",right_sq_bracket,0.8656,1
10,caret07,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",caret,0.9277,1
10,question_mark10,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",question_mark,0.8593,1
10,rectangle01,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",rectangle,0.8871,1
10,check05,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",check,0.9103,1
10,x06,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",x,0.8856,1
10,arrow08,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",pigtail,0.7237,0
10,pigtail05,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",pigtail,0.8156,1
10,right_curly_brace05,16,"['arrow10', 'caret07', 'check05', 'circle09', 'delete_mark05', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'question_mark07', 'rectangle01', 'right_curly_brace06', 'right_sq_bracket06', 'star10', 'triangle05', 'v02', 'x07']",right_curly_brace,0.8817,1
