User,Gesture Type,RandomIteration[1to100],#ofTrainingExamples[E],Number of Training Examples,Training Set Contents,RecoResult GestureType,RecoResult Score,CorrectIncorrect[1/0]
5,x03,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",x,0.9156,1
5,rectangle10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",rectangle,0.9647,1
5,triangle03,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",triangle,0.8224,1
5,arrow06,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",arrow,0.8587,1
5,zig-zag10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",zig-zag,0.8829,1
5,left_curly_brace06,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",left_curly_brace,0.9412,1
5,circle08,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",circle,0.9543,1
5,caret06,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",caret,0.901,1
5,v03,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",v,0.9343,1
5,check01,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",check,0.9523,1
5,pigtail04,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",caret,0.7301,0
5,star10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",star,0.8229,1
5,right_sq_bracket03,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",right_sq_bracket,0.9787,1
5,left_sq_bracket04,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",left_sq_bracket,0.9263,1
5,right_curly_brace01,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",right_curly_brace,0.913,1
5,delete10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",delete,0.9113,1
5,x02,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",x,0.9015,1
5,rectangle10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",rectangle,0.9739,1
5,triangle05,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",rectangle,0.8223,0
5,arrow01,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",arrow,0.938,1
5,zig-zag09,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",zig-zag,0.8964,1
5,left_curly_brace06,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",left_curly_brace,0.9536,1
5,circle10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",circle,0.9335,1
5,caret10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",caret,0.8893,1
5,v01,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",v,0.9306,1
5,check09,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",check,0.9523,1
5,pigtail08,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",pigtail,0.8199,1
5,star08,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",star,0.9292,1
5,right_sq_bracket04,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",right_sq_bracket,0.9831,1
5,left_sq_bracket03,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",left_sq_bracket,0.8725,1
5,right_curly_brace02,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",right_curly_brace,0.92,1
5,delete01,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",delete,0.9691,1
5,x07,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",x,0.9045,1
5,rectangle01,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",rectangle,0.915,1
5,triangle04,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",triangle,0.8461,1
5,arrow05,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",arrow,0.78,1
5,zig-zag02,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",zig-zag,0.9263,1
5,left_curly_brace08,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",left_curly_brace,0.9155,1
5,circle08,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",circle,0.9413,1
5,caret01,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",caret,0.9224,1
5,v10,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",v,0.895,1
5,check06,1,1,16,"['arrow06', 'caret08', 'check10', 'circle06', 'delete05', 'left_curly_brace07', 'left_sq_bracket06', 'pigtail07', 'rectangle09', 'right_curly_brace03', 'right_sq_bracket02', 'star03', 'triangle10', 'v09', 'x02', 'zig-zag08']",check,0.9505,1
6,pigtail08,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",pigtail,0.9213,1
6,star05,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",star,0.686,1
6,right_sq_bracket09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",right_sq_bracket,0.9614,1
6,left_sq_bracket10,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",left_sq_bracket,0.9021,1
6,right_curly_brace02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",right_curly_brace,0.94,1
6,delete02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",delete,0.9061,1
6,x02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",x,0.935,1
6,rectangle02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",rectangle,0.9456,1
6,triangle03,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",triangle,0.9748,1
6,arrow03,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",arrow,0.7845,1
6,zig-zag07,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",zig-zag,0.8928,1
6,left_curly_brace05,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",left_curly_brace,0.9455,1
6,circle06,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",circle,0.9532,1
6,caret09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",caret,0.9212,1
6,v09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",v,0.8712,1
6,check01,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",check,0.9461,1
6,pigtail04,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",pigtail,0.9031,1
6,star01,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",star,0.7267,1
6,right_sq_bracket09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",right_sq_bracket,0.9235,1
6,left_sq_bracket03,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",left_sq_bracket,0.9237,1
6,right_curly_brace07,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",right_curly_brace,0.9285,1
6,delete02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",delete,0.9068,1
6,x02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",x,0.9031,1
6,rectangle09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",rectangle,0.9541,1
6,triangle10,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",triangle,0.9129,1
6,arrow02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",arrow,0.7836,1
6,zig-zag09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",zig-zag,0.8576,1
6,left_curly_brace04,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",left_curly_brace,0.9374,1
6,circle07,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",circle,0.9337,1
6,caret10,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",caret,0.9516,1
6,v08,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",v,0.9431,1
6,check09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",check,0.9237,1
6,pigtail02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",pigtail,0.925,1
6,star08,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",star,0.7303,1
6,right_sq_bracket09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",right_sq_bracket,0.9614,1
6,left_sq_bracket07,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",check,0.8863,0
6,right_curly_brace03,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",right_curly_brace,0.8887,1
6,delete09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",delete,0.884,1
6,x10,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",x,0.9342,1
6,rectangle07,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",rectangle,0.9678,1
6,triangle06,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",triangle,0.8963,1
6,arrow08,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",arrow,0.8188,1
6,zig-zag01,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",zig-zag,0.9275,1
6,left_curly_brace02,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",left_curly_brace,0.9083,1
6,circle04,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",circle,0.957,1
6,caret08,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",caret,0.8851,1
6,v09,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",v,0.9624,1
6,check10,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",check,0.9645,1
6,pigtail01,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",pigtail,0.808,1
6,star04,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",star,0.7252,1
6,right_sq_bracket03,1,1,16,"['arrow06', 'caret03', 'check05', 'circle06', 'delete07', 'left_curly_brace10', 'left_sq_bracket05', 'pigtail10', 'rectangle02', 'right_curly_brace02', 'right_sq_bracket08', 'star02', 'triangle06', 'v10', 'x09', 'zig-zag07']",right_sq_bracket,0.917,1
